channel,index,c0_full_signature,expected_primitive_kinds,route_primitive_kinds,unit_multiset_agreement,unit_multiset_f1,order_agreement,order_lcs_ratio,scorable_subgoals,retrieval_hits,retrieval_hit_rate,all_subgoals_retrieval_hit,route_correct,skill_success,flat_success
instance,54,"{""object_count"":2,""ordered_units"":[""fetch(plate)"",""fetch(bread)"",""relocate(plate,kitchen island area)"",""relocate(bread,toaster)"",""state_change(interact,toaster)"",""multi_object_sequence(2)""],""plan_length"":6}","[""fetch"",""fetch"",""relocate"",""relocate"",""state_change""]","[""fetch"",""relocate"",""state_change"",""fetch"",""relocate""]",True,1.0,False,0.6,5,0,0.0,False,False,False,False
instance,59,"{""object_count"":1,""ordered_units"":[""fetch(banana)"",""relocate(banana,sink)"",""state_change(interact,sink)"",""fetch(banana)"",""check_then_act(sink,banana)"",""relocate(banana,plate)""],""plan_length"":11}","[""fetch"",""relocate"",""state_change"",""fetch"",""relocate""]","[""fetch"",""relocate""]",False,0.5714285714285714,False,0.4,2,0,0.0,False,False,False,False
instance,61,"{""object_count"":2,""ordered_units"":[""fetch(spoon)"",""fetch(apple)"",""state_change(open,cabinet)"",""relocate(spoon,cabinet)"",""relocate(apple,cabinet)"",""multi_object_sequence(2)""],""plan_length"":7}","[""fetch"",""fetch"",""state_change"",""relocate"",""relocate""]","[""fetch"",""relocate"",""fetch"",""relocate""]",False,0.8888888888888888,False,0.6,4,0,0.0,False,False,False,False
instance,62,"{""object_count"":1,""ordered_units"":[""fetch(tomato)"",""relocate(tomato,sink)"",""state_change(interact,sink)"",""fetch(tomato)"",""check_then_act(sink,tomato)"",""relocate(tomato,plate)""],""plan_length"":11}","[""fetch"",""relocate"",""state_change"",""fetch"",""relocate""]","[""fetch"",""state_change"",""relocate""]",False,0.75,False,0.6,3,0,0.0,False,False,False,False
instance,68,"{""object_count"":1,""ordered_units"":[""fetch(pear)"",""fetch(knife)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch"",""fetch"",""relocate"",""state_change""]","[""fetch"",""relocate"",""fetch"",""state_change""]",True,1.0,False,0.75,4,0,0.0,False,False,False,False
instance,71,"{""object_count"":2,""ordered_units"":[""fetch(spoon)"",""fetch(pumpkin)"",""state_change(open,cabinet)"",""relocate(spoon,cabinet)"",""relocate(pumpkin,cabinet)"",""multi_object_sequence(2)""],""plan_length"":7}","[""fetch"",""fetch"",""state_change"",""relocate"",""relocate""]","[""fetch"",""fetch"",""relocate""]",False,0.75,False,0.6,3,0,0.0,False,False,False,False
instance,73,"{""object_count"":1,""ordered_units"":[""fetch(scissors)"",""relocate(scissors,rack)""],""plan_length"":5}","[""fetch"",""relocate""]","[""fetch"",""relocate""]",True,1.0,True,1.0,2,0,0.0,False,False,False,False
instance,76,"{""object_count"":1,""ordered_units"":[""fetch(banana)"",""relocate(banana,table)""],""plan_length"":5}","[""fetch"",""relocate""]","[""state_change"",""state_change"",""fetch"",""fetch""]",False,0.3333333333333333,False,0.5,4,2,0.5,False,False,False,True
instance,78,"{""object_count"":2,""ordered_units"":[""fetch(knife)"",""fetch(peach)"",""fetch(tomato)"",""relocate(peach,wooden cutting board)"",""relocate(tomato,wooden cutting board)"",""state_change(interact,knife)"",""multi_object_sequence(2)""],""plan_length"":9}","[""fetch"",""fetch"",""fetch"",""relocate"",""relocate"",""state_change""]",[],False,0.0,False,0.0,0,0,,False,False,False,False
instance,82,"{""object_count"":1,""ordered_units"":[""fetch(apple)"",""relocate(apple,table)""],""plan_length"":5}","[""fetch"",""relocate""]","[""state_change"",""state_change"",""fetch"",""fetch"",""relocate"",""relocate""]",False,0.5,False,1.0,6,3,0.5,False,False,False,True
instance,84,"{""object_count"":1,""ordered_units"":[""fetch(apple)"",""relocate(apple,bowl)""],""plan_length"":5}","[""fetch"",""relocate""]","[""fetch"",""fetch"",""relocate""]",False,0.8,False,1.0,3,0,0.0,False,False,False,False
instance,85,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""relocate(peach,sink)"",""state_change(interact,sink)"",""fetch(peach)"",""check_then_act(sink,peach)"",""relocate(peach,bowl)""],""plan_length"":11}","[""fetch"",""relocate"",""state_change"",""fetch"",""relocate""]","[""fetch"",""state_change"",""relocate""]",False,0.75,False,0.6,3,0,0.0,False,False,False,False
instance,88,"{""object_count"":1,""ordered_units"":[""fetch(banana)"",""relocate(banana,table)""],""plan_length"":5}","[""fetch"",""relocate""]","[""state_change"",""state_change"",""fetch"",""fetch"",""relocate""]",False,0.5714285714285714,False,1.0,5,2,0.4,False,False,False,True
instance,91,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""relocate(peach,kitchen island area)""],""plan_length"":5}","[""fetch"",""relocate""]","[""fetch"",""relocate""]",True,1.0,True,1.0,2,0,0.0,False,False,False,False
instance,93,"{""object_count"":0,""ordered_units"":[""state_change(interact,fridge)""],""plan_length"":2}","[""state_change""]",[],False,0.0,False,0.0,0,0,,False,False,True,True
instance,94,"{""object_count"":2,""ordered_units"":[""fetch(plate)"",""state_change(open,cabinet)"",""relocate(plate,kitchen work area)"",""fetch(banana)"",""open_container_then_retrieve(cabinet,banana)"",""relocate(banana,plate)"",""multi_object_sequence(2)""],""plan_length"":8}","[""fetch"",""state_change"",""relocate"",""fetch"",""relocate""]","[""fetch"",""relocate"",""state_change"",""fetch"",""state_change"",""relocate""]",False,0.9090909090909091,False,0.8,6,1,0.16666666666666666,False,False,False,False
instance,95,"{""object_count"":2,""ordered_units"":[""fetch(apple)"",""fetch(knife)"",""fetch(banana)"",""relocate(apple,wooden cutting board)"",""relocate(banana,wooden cutting board)"",""state_change(interact,knife)"",""multi_object_sequence(2)""],""plan_length"":9}","[""fetch"",""fetch"",""fetch"",""relocate"",""relocate"",""state_change""]",[],False,0.0,False,0.0,0,0,,False,False,False,False
instance,115,"{""object_count"":2,""ordered_units"":[""state_change(open,cabinet)"",""fetch(bowl)"",""relocate(bowl,kitchen island area)"",""fetch(bread)"",""open_container_then_retrieve(cabinet,bread)"",""relocate(bread,bowl)"",""multi_object_sequence(2)""],""plan_length"":8}","[""state_change"",""fetch"",""relocate"",""fetch"",""relocate""]","[""relocate"",""fetch"",""relocate""]",False,0.75,False,0.6,3,2,0.6666666666666666,False,False,False,False
instance,118,"{""object_count"":2,""ordered_units"":[""state_change(open,cabinet)"",""fetch(banana)"",""relocate(banana,table)"",""fetch(pear)"",""open_container_then_retrieve(cabinet,pear)"",""relocate(pear,table)"",""multi_object_sequence(2)""],""plan_length"":8}","[""state_change"",""fetch"",""relocate"",""fetch"",""relocate""]","[""state_change"",""state_change"",""state_change"",""fetch""]",False,0.4444444444444444,False,0.4,4,2,0.5,False,False,False,False
instance,121,"{""object_count"":2,""ordered_units"":[""fetch(tomato)"",""state_change(open,cabinet)"",""relocate(tomato,table)"",""fetch(peach)"",""open_container_then_retrieve(cabinet,peach)"",""relocate(peach,table)"",""multi_object_sequence(2)""],""plan_length"":8}","[""fetch"",""state_change"",""relocate"",""fetch"",""relocate""]","[""state_change"",""state_change"",""fetch"",""fetch"",""relocate"",""relocate""]",False,0.9090909090909091,False,0.6,6,1,0.16666666666666666,False,False,False,False
instance,122,"{""object_count"":1,""ordered_units"":[""state_change(push,cardboardbox,R2)"",""fetch(fork)"",""relocate(fork,cardboardbox)"",""state_change(push,cardboardbox,R3)"",""fetch(fork)"",""relocate(fork,sink)""],""plan_length"":7}","[""state_change"",""fetch"",""relocate"",""state_change"",""fetch"",""relocate""]","[""fetch"",""relocate"",""relocate""]",False,0.6666666666666666,False,0.5,3,2,0.6666666666666666,False,False,False,False
instance,129,"{""object_count"":2,""ordered_units"":[""fetch(bread)"",""fetch(plate)"",""relocate(bread,toaster)"",""relocate(plate,kitchen island area)"",""state_change(interact,toaster)"",""multi_object_sequence(2)""],""plan_length"":6}","[""fetch"",""fetch"",""relocate"",""relocate"",""state_change""]","[""relocate""]",False,0.3333333333333333,False,0.2,1,0,0.0,False,False,False,False
instance,133,"{""object_count"":1,""ordered_units"":[""fetch(banana)"",""relocate(banana,sink)"",""state_change(interact,sink)"",""fetch(banana)"",""check_then_act(sink,banana)"",""relocate(banana,bowl)""],""plan_length"":11}","[""fetch"",""relocate"",""state_change"",""fetch"",""relocate""]","[""fetch"",""state_change"",""relocate""]",False,0.75,False,0.6,3,0,0.0,False,False,False,False
instance,134,"{""object_count"":2,""ordered_units"":[""fetch(bread)"",""fetch(plate)"",""relocate(bread,toaster)"",""relocate(plate,kitchen work area)"",""state_change(interact,toaster)"",""multi_object_sequence(2)""],""plan_length"":6}","[""fetch"",""fetch"",""relocate"",""relocate"",""state_change""]","[""fetch"",""relocate"",""state_change"",""fetch"",""relocate""]",True,1.0,False,0.6,5,0,0.0,False,False,True,True
instance,136,"{""object_count"":1,""ordered_units"":[""fetch(apple)"",""relocate(apple,table)""],""plan_length"":5}","[""fetch"",""relocate""]","[""state_change"",""state_change"",""state_change"",""fetch"",""fetch""]",False,0.2857142857142857,False,0.5,5,2,0.4,False,False,False,False
instance,138,"{""object_count"":2,""ordered_units"":[""fetch(spoon)"",""fetch(peach)"",""state_change(open,cabinet)"",""relocate(spoon,cabinet)"",""relocate(peach,cabinet)"",""multi_object_sequence(2)""],""plan_length"":7}","[""fetch"",""fetch"",""state_change"",""relocate"",""relocate""]","[""fetch"",""fetch""]",False,0.5714285714285714,False,0.4,2,0,0.0,False,False,False,False
instance,145,"{""object_count"":2,""ordered_units"":[""state_change(open,cabinet)"",""fetch(bowl)"",""relocate(bowl,kitchen work area)"",""fetch(apple)"",""open_container_then_retrieve(cabinet,apple)"",""relocate(apple,bowl)"",""multi_object_sequence(2)""],""plan_length"":8}","[""state_change"",""fetch"",""relocate"",""fetch"",""relocate""]","[""relocate"",""fetch"",""relocate""]",False,0.75,False,0.6,3,1,0.3333333333333333,False,False,False,False
instance,147,"{""object_count"":2,""ordered_units"":[""fetch(bread)"",""fetch(plate)"",""relocate(bread,toaster)"",""relocate(plate,kitchen work area)"",""state_change(interact,toaster)"",""multi_object_sequence(2)""],""plan_length"":6}","[""fetch"",""fetch"",""relocate"",""relocate"",""state_change""]","[""fetch"",""relocate"",""state_change"",""fetch"",""relocate""]",True,1.0,False,0.6,5,0,0.0,False,False,False,False
instance,153,"{""object_count"":1,""ordered_units"":[""fetch(apple)"",""relocate(apple,plate)""],""plan_length"":5}","[""fetch"",""relocate""]","[""fetch"",""state_change"",""fetch"",""fetch"",""relocate""]",False,0.5714285714285714,False,1.0,5,0,0.0,False,False,False,False
instance,161,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""relocate(peach,table)""],""plan_length"":5}","[""fetch"",""relocate""]","[""state_change"",""state_change"",""fetch"",""fetch"",""state_change"",""state_change""]",False,0.25,False,0.5,6,2,0.3333333333333333,False,False,False,False
instance,164,"{""object_count"":2,""ordered_units"":[""fetch(tomato)"",""fetch(meat)"",""relocate(tomato,bowl)"",""relocate(meat,bowl)"",""multi_object_sequence(2)""],""plan_length"":5}","[""fetch"",""fetch"",""relocate"",""relocate""]","[""relocate"",""relocate""]",False,0.6666666666666666,False,0.5,2,0,0.0,False,False,True,False
instance,171,"{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(pear)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch"",""fetch"",""relocate"",""state_change""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,1.0,True,1.0,4,0,0.0,False,False,False,False
instance,176,"{""object_count"":2,""ordered_units"":[""fetch(knife)"",""fetch(pear)"",""fetch(tomato)"",""relocate(pear,wooden cutting board)"",""relocate(tomato,wooden cutting board)"",""state_change(interact,knife)"",""multi_object_sequence(2)""],""plan_length"":9}","[""fetch"",""fetch"",""fetch"",""relocate"",""relocate"",""state_change""]","[""relocate"",""relocate"",""state_change"",""state_change""]",False,0.6,False,0.5,4,0,0.0,False,False,False,False
instance,177,"{""object_count"":2,""ordered_units"":[""fetch(bread)"",""fetch(plate)"",""relocate(bread,toaster)"",""relocate(plate,kitchen work area)"",""state_change(interact,toaster)"",""multi_object_sequence(2)""],""plan_length"":6}","[""fetch"",""fetch"",""relocate"",""relocate"",""state_change""]","[""fetch"",""relocate"",""state_change"",""fetch"",""relocate""]",True,1.0,False,0.6,5,0,0.0,False,False,True,False
instance,179,"{""object_count"":2,""ordered_units"":[""fetch(plate)"",""fetch(bread)"",""relocate(plate,kitchen work area)"",""relocate(bread,toaster)"",""state_change(interact,toaster)"",""multi_object_sequence(2)""],""plan_length"":6}","[""fetch"",""fetch"",""relocate"",""relocate"",""state_change""]","[""fetch"",""relocate"",""state_change"",""fetch"",""relocate""]",True,1.0,False,0.6,5,0,0.0,False,False,False,False
instance,187,"{""object_count"":1,""ordered_units"":[""fetch(bread)"",""relocate(bread,plate)""],""plan_length"":5}","[""fetch"",""relocate""]","[""state_change"",""state_change"",""state_change"",""relocate""]",False,0.3333333333333333,False,0.5,4,0,0.0,False,False,False,False
instance,192,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""relocate(peach,sink)"",""state_change(interact,sink)"",""fetch(peach)"",""check_then_act(sink,peach)"",""relocate(peach,plate)""],""plan_length"":11}","[""fetch"",""relocate"",""state_change"",""fetch"",""relocate""]",[],False,0.0,False,0.0,0,0,,False,False,False,False
instance,193,"{""object_count"":1,""ordered_units"":[""fetch(bottle)"",""relocate(bottle,rack)""],""plan_length"":5}","[""fetch"",""relocate""]","[""fetch"",""relocate""]",True,1.0,True,1.0,2,0,0.0,False,False,False,False
instance,197,"{""object_count"":2,""ordered_units"":[""fetch(knife)"",""fetch(peach)"",""state_change(open,cabinet)"",""relocate(knife,cabinet)"",""relocate(peach,cabinet)"",""multi_object_sequence(2)""],""plan_length"":7}","[""fetch"",""fetch"",""state_change"",""relocate"",""relocate""]","[""fetch"",""fetch"",""relocate"",""relocate""]",False,0.8888888888888888,False,0.8,4,1,0.25,False,False,False,False
instance,202,"{""object_count"":1,""ordered_units"":[""fetch(banana)"",""relocate(banana,table)""],""plan_length"":5}","[""fetch"",""relocate""]","[""state_change"",""state_change"",""fetch"",""fetch""]",False,0.3333333333333333,False,0.5,4,2,0.5,False,False,False,True
instance,209,"{""object_count"":2,""ordered_units"":[""fetch(spoon)"",""fetch(apple)"",""state_change(open,cabinet)"",""relocate(spoon,cabinet)"",""relocate(apple,cabinet)"",""multi_object_sequence(2)""],""plan_length"":7}","[""fetch"",""fetch"",""state_change"",""relocate"",""relocate""]","[""fetch"",""fetch"",""relocate"",""relocate""]",False,0.8888888888888888,False,0.8,4,0,0.0,False,False,False,False
instance,222,"{""object_count"":2,""ordered_units"":[""fetch(peach)"",""fetch(knife)"",""fetch(tomato)"",""relocate(peach,wooden cutting board)"",""relocate(tomato,wooden cutting board)"",""state_change(interact,knife)"",""multi_object_sequence(2)""],""plan_length"":9}","[""fetch"",""fetch"",""fetch"",""relocate"",""relocate"",""state_change""]","[""fetch"",""relocate"",""fetch"",""relocate"",""fetch"",""state_change"",""state_change""]",False,0.9230769230769231,False,0.6666666666666666,7,0,0.0,False,False,False,False
instance,225,"{""object_count"":1,""ordered_units"":[""fetch(cardboardbox)"",""relocate(cardboardbox,kitchen island area)""],""plan_length"":5}","[""fetch"",""relocate""]","[""relocate""]",False,0.6666666666666666,False,0.5,1,0,0.0,False,False,False,False
instance,228,"{""object_count"":1,""ordered_units"":[""state_change(push,cardboardbox,R3)"",""fetch(pumpkin)"",""relocate(pumpkin,cardboardbox)"",""state_change(push,cardboardbox,R1)"",""fetch(pumpkin)"",""relocate(pumpkin,sink)""],""plan_length"":7}","[""state_change"",""fetch"",""relocate"",""state_change"",""fetch"",""relocate""]","[""fetch"",""relocate"",""relocate"",""relocate""]",False,0.6,False,0.5,4,2,0.5,False,False,False,False
instance,230,"{""object_count"":2,""ordered_units"":[""fetch(pear)"",""fetch(pizza)"",""relocate(pear,plate)"",""relocate(pizza,plate)"",""multi_object_sequence(2)""],""plan_length"":5}","[""fetch"",""fetch"",""relocate"",""relocate""]","[""fetch"",""fetch"",""relocate"",""relocate""]",True,1.0,True,1.0,4,0,0.0,False,False,False,False
instance,234,"{""object_count"":1,""ordered_units"":[""fetch(apple)"",""relocate(apple,sink)"",""state_change(interact,sink)"",""fetch(apple)"",""check_then_act(sink,apple)"",""relocate(apple,plate)""],""plan_length"":11}","[""fetch"",""relocate"",""state_change"",""fetch"",""relocate""]","[""fetch"",""state_change"",""relocate""]",False,0.75,False,0.6,3,0,0.0,False,False,False,False
instance,235,"{""object_count"":2,""ordered_units"":[""state_change(open,cabinet)"",""fetch(tomato)"",""relocate(tomato,table)"",""fetch(peach)"",""open_container_then_retrieve(cabinet,peach)"",""relocate(peach,table)"",""multi_object_sequence(2)""],""plan_length"":8}","[""state_change"",""fetch"",""relocate"",""fetch"",""relocate""]","[""state_change"",""state_change"",""fetch"",""relocate"",""state_change"",""fetch"",""relocate""]",False,0.8333333333333334,False,1.0,7,3,0.42857142857142855,False,False,False,False
instance,247,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""relocate(peach,sink)"",""state_change(interact,sink)"",""fetch(peach)"",""check_then_act(sink,peach)"",""relocate(peach,plate)""],""plan_length"":11}","[""fetch"",""relocate"",""state_change"",""fetch"",""relocate""]","[""fetch"",""relocate""]",False,0.5714285714285714,False,0.4,2,0,0.0,False,False,False,False
instance,250,"{""object_count"":2,""ordered_units"":[""fetch(tomato)"",""fetch(pumpkin)"",""relocate(tomato,bowl)"",""relocate(pumpkin,bowl)"",""multi_object_sequence(2)""],""plan_length"":8}","[""fetch"",""fetch"",""relocate"",""relocate""]","[""fetch"",""relocate"",""fetch"",""relocate""]",True,1.0,False,0.75,4,0,0.0,False,False,False,False
instance,253,"{""object_count"":2,""ordered_units"":[""fetch(tomato)"",""fetch(meat)"",""relocate(tomato,bowl)"",""relocate(meat,bowl)"",""multi_object_sequence(2)""],""plan_length"":5}","[""fetch"",""fetch"",""relocate"",""relocate""]","[""fetch"",""relocate"",""fetch"",""relocate""]",True,1.0,False,0.75,4,1,0.25,False,False,True,False
instance,257,"{""object_count"":1,""ordered_units"":[""fetch(bottle)"",""relocate(bottle,rack)""],""plan_length"":5}","[""fetch"",""relocate""]","[""fetch"",""relocate""]",True,1.0,True,1.0,2,0,0.0,False,False,False,False
instance,265,"{""object_count"":1,""ordered_units"":[""fetch(banana)"",""relocate(banana,sink)"",""state_change(interact,sink)"",""fetch(banana)"",""check_then_act(sink,banana)"",""relocate(banana,bowl)""],""plan_length"":11}","[""fetch"",""relocate"",""state_change"",""fetch"",""relocate""]","[""fetch"",""relocate""]",False,0.5714285714285714,False,0.4,2,0,0.0,False,False,False,False
instance,270,"{""object_count"":2,""ordered_units"":[""fetch(bread)"",""fetch(bowl)"",""relocate(bread,toaster)"",""relocate(bowl,kitchen island area)"",""state_change(interact,toaster)"",""multi_object_sequence(2)""],""plan_length"":6}","[""fetch"",""fetch"",""relocate"",""relocate"",""state_change""]","[""relocate""]",False,0.3333333333333333,False,0.2,1,0,0.0,False,False,False,False
instance,276,"{""object_count"":1,""ordered_units"":[""fetch(banana)"",""relocate(banana,table)""],""plan_length"":5}","[""fetch"",""relocate""]","[""state_change"",""state_change"",""fetch"",""fetch"",""relocate"",""relocate""]",False,0.5,False,1.0,6,0,0.0,False,False,False,True
instance,279,"{""object_count"":2,""ordered_units"":[""fetch(apple)"",""fetch(meat)"",""relocate(apple,plate)"",""relocate(meat,plate)"",""multi_object_sequence(2)""],""plan_length"":5}","[""fetch"",""fetch"",""relocate"",""relocate""]","[""fetch"",""relocate"",""fetch"",""relocate""]",True,1.0,False,0.75,4,0,0.0,False,False,False,True
instance,282,"{""object_count"":1,""ordered_units"":[""fetch(apple)"",""relocate(apple,bowl)""],""plan_length"":5}","[""fetch"",""relocate""]","[""state_change"",""fetch"",""relocate""]",False,0.8,False,1.0,3,0,0.0,False,False,False,False
instance,291,"{""object_count"":1,""ordered_units"":[""state_change(open,cabinet)"",""fetch(bread)"",""open_container_then_retrieve(cabinet,bread)"",""relocate(bread,plate)""],""plan_length"":8}","[""state_change"",""fetch"",""relocate""]","[""state_change"",""state_change"",""fetch"",""relocate""]",False,0.8571428571428571,False,1.0,4,1,0.25,False,False,False,False
instance,294,"{""object_count"":1,""ordered_units"":[""fetch(apple)"",""relocate(apple,table)""],""plan_length"":5}","[""fetch"",""relocate""]","[""fetch"",""fetch"",""fetch"",""relocate""]",False,0.6666666666666666,False,1.0,4,1,0.25,False,False,False,False
instance,301,"{""object_count"":1,""ordered_units"":[""state_change(open,cabinet)"",""fetch(apple)"",""open_container_then_retrieve(cabinet,apple)"",""relocate(apple,plate)""],""plan_length"":8}","[""state_change"",""fetch"",""relocate""]","[""fetch"",""fetch"",""relocate""]",False,0.6666666666666666,False,0.6666666666666666,3,0,0.0,False,False,False,False
instance,304,"{""object_count"":0,""ordered_units"":[""state_change(interact,oven)""],""plan_length"":2}","[""state_change""]",[],False,0.0,False,0.0,0,0,,False,False,True,True
instance,314,"{""object_count"":1,""ordered_units"":[""state_change(open,cabinet)"",""fetch(apple)"",""open_container_then_retrieve(cabinet,apple)"",""relocate(apple,plate)""],""plan_length"":8}","[""state_change"",""fetch"",""relocate""]","[""fetch"",""fetch"",""relocate""]",False,0.6666666666666666,False,0.6666666666666666,3,0,0.0,False,False,False,False
